,author,title,description,url,urlToImage,publishedAt,content,source.name,category
1048,David Carnoy,"Black Friday 2020 camera deals: Save $100 on a Canon T7 kit, $250 on a Nikon Z50 kit, $200 on a GoPro Hero 9 bundle and more - CNET","Looking for a deal on a DSLR, digital camera or action cam? Here are the best discounts we've spotted on cameras.",https://www.cnet.com/news/black-friday-2020-camera-deals-save-100-canon-t7-kit-250-nikon-z50-kit-200-go-pro-hero-9-bundle-and-more/,https://cnet3.cbsistatic.com/img/6FG2hnrTP_zfkcCN5UCdRHH1Wmk=/1200x630/2020/09/15/6589264a-d03a-4537-9d8f-168deb3c8276/gopro-hero-9-black-04.jpg,2020-11-27T16:12:00Z,"Show more (3 items)
This story is part of Holiday Gift Guide 2020, CNET's gift picks with expert advice, reviews and recommendations for the latest tech gifts for you and your family.
 Black Friday",CNET,technology
1049,,"Amazon Echo, Kindle, and Fire TV: All on Black Friday sale, all Editors' Choice winners - TechHive","Well, of course Amazon devices are on-sale this Black Friday. But these are the devices that received our highest editorial ratings.",https://www.techhive.com/article/3599170/amazon-echo-kindle-and-fire-tv-all-on-black-friday-sale-all-editors-choice-winners.html,https://images.idgesg.net/images/article/2020/11/echo_show-5-100868549-large.jpg,2020-11-27T16:08:00Z,"Amazon is the worlds biggest retailer, and Black Friday is the worlds day of deals. So you do the math. If theres any day to buy one of Amazons own branded deviceslike an Echo smart speaker, Kindle e",TechHive,technology
1050,Rudie Obias,'It's a breeze': This easy-to-use Roku streaming device is just $24 at Amazon right now - Yahoo Canada Shine On,Save an impressive 40 percent for a limited time and get access to thousands of video streaming channels.,https://ca.news.yahoo.com/black-friday-roku-premiere-deal-152255666.html,https://s.yimg.com/ny/api/res/1.2/u5DM_SikQrxIaGnsFK1EOg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0xMTAw/https://s.yimg.com/os/creatr-uploaded-images/2020-11/5ac50440-30bf-11eb-bfcf-06805d9d6533,2020-11-27T15:22:00Z,"Yahoo Life is committed to finding you the best products at the best prices. We may receive a share from purchases made via links on this page. Pricing and availability are subject to change.
Black ",Yahoo Entertainment,technology
1051,Maren Estrada,Amazon’s Ring Video Doorbell deals for Black Friday 2020 are unreal - BGR,"If you purchase an independently reviewed product or service through a link on our website, we may receive an affiliate commission. You’re not going to believe how good Amazon’s deals are this year on Ring Video Doorbells. Some of the best deals available rig…",https://bgr.com/2020/11/27/amazons-ring-video-doorbell-deals-for-black-friday-2020-are-unreal/,https://bgr.com/wp-content/uploads/2020/11/bgrpic-copy-4.jpg?quality=70&strip=all,2020-11-27T15:13:00Z,"If you purchase an independently reviewed product or service through a link on
our website, we may receive an affiliate commission.
Amazon’s incredible Black Friday 2020 sale is now reaching the en",BGR,technology
1052,Dan Ilika,2020 Mercedes-AMG A 35 Hatchback Review and Video | Expert Reviews - autoTRADER.ca,All-weather sportscar killer,https://www.autotrader.ca/expert/20201127/2020-mercedes-amg-a-35-hatchback-review-and-video/,https://cdntdreditorials.azureedge.net/cache/f/3/1/f/e/a/f31fea4be08c3fef14336629101c3a6fee40c559.jpg,2020-11-27T15:11:23Z,"Ordinarily, I wouldnt be especially excited about heading out on a rainy and miserable day behind the wheel of a performance car, compact or otherwise, with my coordinates set for some of my favourit",Autotrader.ca,technology
1053,Adam Oram,Absolutely insane Black Friday VPN deal scores you lifetime access for $18 - Android Central,"Rather than paying monthly for a VPN subscription, simply pay $18 upfront for FastestVPN and use it for life. It features 256-bit AES encryption, 15 simultaneous devices, unlimited bandwidth, and much more.",https://www.androidcentral.com/absolutely-insane-black-friday-vpn-deal-scores-you-lifetime-access-18,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/04/fastest-vpn-stacksocial-press.jpg,2020-11-27T14:49:49Z,"Honestly, if you're not using Black Friday to score yourself an awesome VPN deal then you're doing it wrong. This weekend isn't just about big tech and home purchases apps and services are available ",Android Central,technology
1054,Alex Smith,This is the ONLY cheap Chromebook Black Friday deal you should care about - Android Central,"If you're in need of a reliable, affordable Chromebook this holiday season, Walmart has a Black Friday deal that you don't want to miss. The Lenovo Chromebook 3 is now down to just $169 while supplies last.",https://www.androidcentral.com/only-cheap-chromebook-black-friday-deal-you-should-care-about,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2020/11/lenovo-chromebook-3-hero.jpg,2020-11-27T14:49:09Z,"Don't let the overabundance of Black Friday deals keep you from making a few smart purchases today. Not every deal is worth buying after all, which is why we here at Android Central are dedicated to ",Android Central,technology
1056,Consumer Articles,"Best Black Friday & Cyber Monday Noise Cancelling Headphones Deals (2020): Sony, Bose, Shure & Sennheiser Sales Reported by Consumer Articles - GlobeNewswire","Save on noise cancelling headphones deals at the Black Friday &amp; Cyber Monday 2020 sale, including Sennheiser, Shure, Bose &amp; Sony sales  Black...",https://www.globenewswire.com/news-release/2020/11/27/2135071/0/en/Best-Black-Friday-Cyber-Monday-Noise-Cancelling-Headphones-Deals-2020-Sony-Bose-Shure-Sennheiser-Sales-Reported-by-Consumer-Articles.html,http://www.globenewswire.com/Attachment/LogoDisplay/913037?filename=913037.jpg&size=1,2020-11-27T08:15:00Z,"Save on noise cancelling headphones deals at the Black Friday &amp; Cyber Monday 2020 sale, including Sennheiser, Shure, Bose &amp; Sony sales
Black Friday researchers are tracking the best noise ca",GlobeNewswire,technology
1057,ABC News,Cruise industry to introduce tough new COVID-19 measures when ban lifts in December - ABC News,"The world's largest cruise industry association will introduce tough new COVID-19 measures, to come into effect when the current domestic ban on cruising lifts on December 17.",https://www.abc.net.au/news/2020-11-29/cruise-industry-to-introduce-tough-new-covid-19-measures/12932502,https://www.abc.net.au/cm/rimage/1175366-16x9-large.jpg?v=4,2020-11-29T04:37:00Z,"The world's largest cruise industry association will introduce tough new COVID-19 measures, to come into effect when the current domestic ban on cruising soon lifts.
Key points:
<ul><li>The CLIA sa",ABC News (AU),business
1058,Benjamin Preiss,Government splashes $100 million on renewable energy projects - The Age,The state government will spend $108 million to fast-track renewable energy projects.,https://www.theage.com.au/national/victoria/government-splashes-100-million-on-renewable-energy-projects-20201129-p56ivy.html,https://static.ffx.io/images/$zoom_0.955106022052587%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_1812%2C$y_442/t_crop_custom/q_86%2Cf_auto/t_theage_no_label_no_age_social_wm/a74e4f11b93a760522531b7c9ddbb5cd60579a56,2020-11-29T04:03:00Z,"Ms D'Ambrosio said the money was included in the latest budget, which was handed down last week and was available to any company with a ""great idea"".
Ms D'Ambrosio said Victoria offered strong poten",The Age,business
1059,Callan Boys,Air fryers: Are they really the future or just a load of hot air? - Good Food,The air fryer had grown in popularity like few benchtop cookers before it.,https://www.goodd.com.au/eat-out/news/air-fryers-are-they-really-the-future-or-just-a-load-of-hot-air-20201127-h1sh28,https://www.goodd.com.au/content/dam/images/h/1/s/h/3/j/image.related.socialLead.620x349.h1sh28.png/1606620130609.jpg,2020-11-29T03:22:09Z,"Australians love a new-fangled kitchen appliance, from electric crepe-makers in 1970s, to crockpots, spiralisers, fondue sets and fancy smoothie-blender the Thermomix. However, over the past few year",Goodd.com.au,business
1060,Sarah Danckert,Victorian government bans school banking - Sydney Morning Herald,Leading consumer advocacy group Choice is calling for other states to follow Victoria's lead to ban school banking after a series of scandals particularly in the Dollarmites program.,https://www.smh.com.au/business/banking-and-finance/victorian-government-bans-school-banking-20201129-p56ivb.html,https://static.ffx.io/images/$zoom_0.9198%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_247/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/efe6b05e00bf0a975b88ff1b202759be57b3ac08,2020-11-29T02:36:00Z,"Victorian Minister for Education James Merlino announced the ban on Sunday, saying the Victorian school curriculum included financial literacy.
""Victorian students deserve high-quality financial lit",The Sydney Morning Herald,business
1061,https://www.facebook.com/bbcnews,How green and profitable are e-scooters? - BBC News,"Wayne Ting, chief executive of e-scooter firm Lime, says there's room for improvement.",https://www.bbc.com/news/business-55107754,https://ichef.bbci.co.uk/news/1024/branded_news/1132F/production/_115674407_limescooters.jpg,2020-11-29T00:35:00Z,"By Jonathan JosephsBusiness reporter, BBC News
image copyrightGetty Images
image captionMore people are taking e-scooter trips, data suggests
Exactly how green and how profitable are the electric ",BBC News,business
1062,,Air New Zealand’s Brand New Boeing 787-10 Fleet: What You Need To Know - Simple Flying,"In May 2019, Air New Zealand announced its commitment to purchase eight Boeing 787-10 Dreamliner aircraft powered by GEnx…",https://simpleflying.com/air-new-zealands-787-10-fleet/,https://simpleflying.com/wp-content/uploads/2020/11/media-release-787-10-dreamliners-2100x1200__ScaleMaxWidthWzIwODBd.jpg,2020-11-28T23:01:14Z,"In May 2019, Air New Zealand announced its commitment to purchase eight Boeing 787-10 Dreamliner aircraft powered by GEnx engines. A year and a half have passed, and a health crisis has gripped much ",Simple Flying,business
1063,Ben Graham,Beer advent calenders: Product selling like hot cakes - NEWS.com.au,Beer advent calenders: Product selling like hot cakes,https://www.news.com.au/lifestyle/d/drink/beer-advent-calenders-product-selling-like-hot-cakes/news-story/9a2cbfb1176c43b1909e574442c23074,https://cdn.newsapi.com.au/image/v1/4c080f820a551738dc1a7c40d344098a?width=1280,2020-11-28T22:18:46Z,"Silly season is approaching faster than a Japanese bullet train driven by a man listening to speed metal music, supped on too many Dare coffees, and its a time many Australian livers detest.The coron",News.com.au,business
1064,William Edwards With Veronique Dupont,UK's sole hydrogen car maker bets on green revolution - Tech Xplore,"Hydrogen-powered car manufacturer Riversimple is hoping to steal a march on competitors ahead of Britain's promised ""green revolution"" that would see petrol-powered cars banned within 10 years.",https://techxplore.com/news/2020-11-uk-sole-hydrogen-car-maker.html,https://scx2.b-cdn.net/gfx/news/2020/themakersoft.jpg,2020-11-28T22:13:01Z,"Hydrogen-powered car manufacturer Riversimple is hoping to steal a march on competitors ahead of Britain's promised ""green revolution"" that would see petrol-powered cars banned within 10 years.
Whil",Tech Xplore,business
1065,Jemima Skelley,Pia Miller reveals engagement to multi-millionaire Patrick Whitesell - 9TheFIX,After a year together,https://celebrity.nine.com.au/latest/pia-miller-announces-engagement-to-boyfriend-patrick-whitesell/ef000097-47b3-4f72-8d7c-af18ffffadae,https://imageresizer.static9.net.au/LkuZkZdmUV_AgX__EfN05RB1OQw=/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fece74e5e-5662-4367-8385-b39fd9434508,2020-11-28T21:56:00Z,"Congratulations are in order for Pia Miller, who has just announced her engagement to Patrick Whitesell.
The Home and Away actress, 39, has been dating the multi-millionaire talent agent, 55, for ju",Nine,business
1067,Joshua Becker,How Bega Cheese purchase of Lion Dairy makes a once-minor player an Australian d heavyweight - ABC News,"Bega Cheese's move to acquire household dairy names and shore up its Australian product portfolio positions it nicely for international expansion, say insiders.",https://www.abc.net.au/news/2020-11-29/bega-cheese-success-story/12929978,https://www.abc.net.au/cm/rimage/12931568-16x9-large.jpg?v=2,2020-11-28T21:28:00Z,"A small town of about 4,000 people on the far south coast of New South Wales might seem like an odd location for the headquarters for one of Australia's rapidly growing d giants.
Key points:
<ul",ABC News (AU),business
1068,Rebekah Scanlan,The Beauty Diary: Go-To Skin Party Body Lotion review - NEWS.com.au,The Beauty Diary: Go-To Skin Party Body Lotion review,https://www.news.com.au/lifestyle/beauty/face-body/the-beauty-diary-goto-skin-party-body-lotion-review/news-story/a231c670116d85d15affd99dbdc231cf,https://cdn.newsapi.com.au/image/v1/12fdd8ec5d3c8b34ae002b6c51c2ebb0?width=1280,2020-11-28T20:18:21Z,"Christmas is a big event on the beauty calendar with many of us buying skincare and make-up items to give to loved ones (or even ourselves, thank you me).It also explains why around this time of year",News.com.au,business
1069,,2021 Toyota HiLux Invincible: Why Australia doesn't get famous pick-up name to rival Ford Ranger Raptor and Nissan Navara N-Trek Warrior - CarsGuide,"Toyota is one of the richest and most profitable companies in the world, and much of that can be attributed to the reliability, durability and flexibility of the HiLux pick-up.",https://www.carsguide.com.au/car-news/2021-toyota-hilux-invincible-why-australia-doesnt-get-famous-pick-up-name-to-rival-ford,https://carsguide-res.cloudinary.com/image/upload/f_auto%2Cfl_lossy%2Cq_auto%2Ct_default/v1/editorial/story/hero_image/2021-toyota-hilux-invincible-ute-brown-1001x565-%281%29.jpg,2020-11-28T20:00:01Z,"Toyota is one of the richest and most profitable companies in the world, and much of that can be attributed to the reliability, durability and flexibility of the HiLux pick-up.
Now in its seventh de",Carsguide.com.au,business
1070,"Jordan Hayne, Markus Mannheim",How border restrictions smashed interstate flights during the coronavirus pandemic - ABC News,"For at least two months this year, the most travelled flight route in Australia was between Brisbane and Cairns, unseating one of the busiest flight paths in the world.",https://www.abc.net.au/news/2020-11-29/border-restrictions-smashed-interstate-travel-during-coronavirus/12927456,https://www.abc.net.au/cm/rimage/12932028-16x9-large.jpg?v=4,2020-11-28T18:50:00Z,"It was one of the busiest and most lucrative routes on the planet.
Up until earlier this year, the 90-minute air journey between Melbourne and Sydney was travelled more than any other in the Western",ABC News (AU),business
1071,David Priest,"Dyson Black Friday deals: Dwindling stock on Dyson Ball, V10 Animal and more - CNET",High-performance vacuums and air purifiers from the always-hyped manufacturer are seeing some big discounts ahead of this holiday season.,https://www.cnet.com/news/dyson-black-friday-deals-dwindling-stock-on-dyson-ball-v10-animal-and-more/,https://cnet1.cbsistatic.com/img/s3npkaZqCPDtEfsTdF2eqavSsKs=/1200x630/2020/11/21/efe90f28-6e61-4d37-ae46-dff74bff3d1a/dyson-v7-animal.jpg,2020-11-28T17:33:00Z,"Show more (1 item)
This story is part of Holiday Gift Guide 2020, CNET's gift picks with expert advice, reviews and recommendations for the latest tech gifts for you and your family.
 Black Friday ",CNET,business
1072,,UK regulator set to approve COVID-19 vaccine next week: reports - Sydney Morning Herald,"Britain is set to approve the COVID-19 vaccine developed by BioNTech SE and Pfizer Inc next week and deliveries would begin within hours of the authorisation, the Financial Times reported on Saturday.",https://www.smh.com.au/world/europe/uk-regulator-set-to-approve-covid-19-vaccine-next-week-report-20201129-p56isx.html,https://static.ffx.io/images/$zoom_0.3027%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_97/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/e909c112a10cb71c281dcdd78b155b664c1424e9,2020-11-28T16:11:00Z,"British doctors were put on standby for a possible rollout before Christmas. Britain said on November 20 it had invoked a special rule allowing the British drug regulator, the Medicines and Healthcar",The Sydney Morning Herald,business
1073,,"We don't have a housing crisis, we have a crisis of aspiration - Stuff.co.nz",OPINION: A fall in house prices would only benefit first home buyers and Judith Collins.,https://www.stuff.co.nz/life-style/homed/real-estate/300169047/we-dont-have-a-housing-crisis-we-have-a-crisis-of-aspiration,https://resources.stuff.co.nz/content/dam/images/4/y/p/c/i/5/image.related.StuffLandscapeSixteenByNine.1420x800.4ypnx3.png/1606427926697.jpg,2020-11-28T16:00:00Z,"OPINION: We dont have a housing crisis. If we did the streets would be paved with the homeless and our cities blighted with shanty towns. What we have is a crisis of aspiration, with a generation fin",Stuff.co.nz,business
1074,"By
Telegraph Reporters","Best Black Friday jewellery and watch deals, from Pandora charms to engagement rings in the 2020 weekend sales - Telegraph.co.uk","Find the perfect finishing piece with our edit of the best Black Friday weekend jewellery, watch and Pandora deals",https://www.telegraph.co.uk/black-friday/2020/11/28/pandora-black-friday-jewellery-watch-deals-2020-engagement-wedding-rings/,https://www.telegraph.co.uk/content/dam/black-friday/2020/11/20/pandora-bracelets-ehader-xlarge_trans_NvBQzQNjv4BqNJjoeBT78QIaYdkJdEY4CnGTJFJS74MYhNY6w3GNbO8.jpg?imwidth=1200,2020-11-28T13:42:00Z,"Never underestimate the transformative power of a great accessory. Whether its a pair of striking earrings or an original timepiece, jewellery has the unique ability to transform any outfit for any o",Telegraph.co.uk,business
1075,Richard Baker,Property spruiker allegedly told students to use Family Court to pinpoint targets - Sydney Morning Herald,An influential Australian property spruiker allegedly directed students to buy property from people identified in Family Court proceedings as divorcing or financially struggling.,https://www.smh.com.au/national/property-spruiker-allegedly-told-students-to-use-family-court-to-pinpoint-targets-20201127-p56iig.html,https://static.ffx.io/images/$zoom_0.33021515434985965%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_0%2C$y_56/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/fd4b05bd2a4b7cf715e5dacd2173c7a7adc407ba,2020-11-28T12:48:00Z,"Based in Sydney but operating nationally, Ms Grubisa describes herself as Australias leading wealth educator. She owns and operates the DG Institute and a suite of related companies, some of which pr",The Sydney Morning Herald,business
1076,Jessica Irvine,Do you have enough super? The answer might surprise you - Sydney Morning Herald,The fact that so many Australians die with significant unused assets suggests many are either scrimping too much or working too hard during their working lives.,https://www.smh.com.au/money/super-and-retirement/do-you-have-enough-super-the-answer-might-surprise-you-20201127-p56ilz.html,https://static.ffx.io/images/$zoom_1.1819196428571428%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_66/t_crop_custom/q_86%2Cf_auto/t_smh_opinion_no_age_social_wm/3e90363641e7a46c004797619506c5ae1cfad236,2020-11-28T12:00:00Z,"Ha, no. Don't worry. Turns out the calculation was based on some average numbers and, anyway, I still need to work until 2048 at least.
So, how much do you really need to retire?
We can all probabl",The Sydney Morning Herald,business
1077,Bill McKinnon,Toyota HiLux Rugged X review: Easy to see why this is Australia’s best selling vehicle - NEWS.com.au,Toyota HiLux Rugged X review: Easy to see why this is Australia’s best selling vehicle,https://www.news.com.au/technology/motoring/new-cars/toyota-hilux-rugged-x-review-easy-to-see-why-this-is-australias-best-selling-vehicle/news-story/84e642ba8ce1b657865aa8e28b0a1521,https://cdn.newsapi.com.au/image/v1/e75dc0358676c1ae58699f5b77707f94?width=1280,2020-11-28T11:15:35Z,"Toyotas HiLux is the best-selling vehicle in Australia, and unless something very weird happens between now and the end of the year a distinct possibility, I suppose, given the way 2020 has panned ou",News.com.au,business
1078,9News Staff,Dodgy toys to avoid putting under the tree this Christmas - 9News,"<p>With just under a month until Christmas, a new report has named and shamed the most dangerous toys you should avoid putting under the tree.</p>",https://www.9news.com.au/national/fair-trading-report-reveals-most-dangerous-toys-to-avoid-during-christmas-shopping/7f0c7485-96a0-41cf-8605-05a7b91833a7,https://imageresizer.static9.net.au/CvM_ZHTRqIFitM9RLgbNGbyXBS4=/0x329:3000x2016/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2F321327e1-922e-4e07-af58-5953ff344f0e,2020-11-28T09:16:00Z,Property News: 12 edibles to plant this spring - domain.com.au,9News,business
1079,,"Tattslotto Results for Saturday, 28 November 2020 - Australian Times","There's big money on the line with tonights draw, $10 million! Here are your Tattslotto results for Saturday, 28 November 2020",https://www.australiantimes.co.uk/lotto-results/the-lott/thattslotto/tattslotto-results-for-saturday-28-november-2020/,https://www.australiantimes.co.uk/wp-content/uploads/2020/05/tattslotto-thelott-results.jpg,2020-11-28T09:15:00Z,"It’s Saturday and that can only mean one thing, the Australian Tattslotto draw; some of the biggest jackpot prizes the nation has ever seen.
But if you really want your share of the jackpot, you hav",Australiantimes.co.uk,business
1080,Zach Hope,Bright sparks plug new market giving old cars an electric lease on life - The Age,"EVolution Australia, based in Clayton South, has received 'massive' interest about its work converting classics into state-of-the-art electric cars.",https://www.theage.com.au/national/victoria/bright-sparks-plug-new-market-giving-old-cars-an-electric-lease-on-life-20201127-p56ihu.html,https://static.ffx.io/images/$zoom_0.19820325659741717%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/t_theage_no_label_no_age_social_wm/308a8884403ae1d40a958aea1eb8e72b3651ce8a,2020-11-28T08:30:00Z,"""And theres just been massive, massive interest. Its taken us by surprise to be honest,"" business development manager Emma Sutcliffe said.
Converting classics to electrics now accounts for about 30-",The Age,business
1081,,Juice industry in damage control after health star rating changes - The New Daily,"Fruit growers and processors say they are crushed by a decision to cut the health star rating for no-added-sugar juices, ranking them lower than diet cola.",https://thenewdaily.com.au/life/eat-drink/2020/11/28/juice-industry-health-star-ratings/,https://1v1d1e1lmiki1lgcvx32p49h8fe-wpengine.netdna-ssl.com/wp-content/uploads/2020/11/1606538850-6723226-3x2-xlarge-960x600.jpg,2020-11-28T05:05:12Z,"Fruit growers and processors say they are crushed by a decision to cut the health star rating (HSR) for 100-per-cent no-added-sugar juices from five stars to as low as two stars.
The decision came d",The New Daily,business
1082,Thomas Westwater,"Australian Dollar Technical Outlook: 2020 High Within Striking Distance, More to Go? - DailyFX","The Australian Dollar continues to drive higher on improved market sentiment. AUD/USD is quickly approaching its 2020 high. Bearish RSI divergence from the prior high has formed, but bulls look to ...",https://www.dailyfx.com/forex/technical/article/fx_technical_weekly/2020/11/28/Australian-Dollar-Technical-Outlook-2020-High-Within-Striking-Distance-More-to-Go.html,https://a.c-dn.net/b/05ywCL/headline_trading2.jpg,2020-11-28T04:00:28Z,"Australian Dollar Forecast, AUD/USD, Technical Outlook - Talking Points
<ul><li>Australian Dollar drives higher on upbeat market sentiment </li><li>AUD/USD price at multi-year highs following solid ",DailyFX,business
1083,NBC,Boy's heartbreaking letter to Santa 'only asking for love' goes viral - 7NEWS.com.au,A recent photo posted on Twitter of a letter to Santa from a little boy named Will is striking a chord around the world.,https://7news.com.au/lifestyle/parenting/boys-heartbreaking-letter-to-santa-only-asking-for-love-goes-viral-c-1666816,https://images.7news.com.au/publication/C-1666816/d13830fabb8204e3ae189c149acd4988798eadcf-16x9-x0y0w2000h1125.png?imwidth=1024,2020-11-28T02:21:03Z,"Its a time-honoured tradition to write to Santa Claus.
But some kids dont want the latest toy or a new iPhone they just want to help their family pay the bills or to be loved.
A recent photo posted",7NEWS.com.au,business
1084,,Why stock market crash round 2 could be a rare chance to make a million - Motley Fool Australia,Buying cheap shares in the next stock market crash could lead to impressive long-term returns. It may even help you to make a million.,https://www.l.com.au/2020/11/28/why-stock-market-crash-round-2-could-be-a-rare-chance-to-make-a-million/,https://www.l.com.au/wp-content/uploads/2020/05/millionaire.jpg,2020-11-27T23:38:48Z,"The prospect of a second stock market crash over the coming months may cause some investors to become worried about their financial prospects. That’s understandable, since this year’s market decline ",Motley Fool Australia,business
1085,,Global Exploration Snapshot: Companies with exciting projects on the go - MINING.com,Eight companies with assets poised for growth.,https://www.mining.com/global-exploration-snapshot-companies-with-exciting-projects-on-the-go/,https://www.mining.com/wp-content/uploads/2020/03/Aerial-view-of-the-Magino-project-600x337.jpg,2020-11-27T22:51:59Z,"In mid-October, the company announced that it would be going ahead with the construction of the Magino project in Ontario, 40 km northeast of Wawa. With a two-year construction period, the company an",MINING.com,business
1086,,Chinese Police Seize $4.2 Billion in Multiple Cryptocurrencies From Plustoken Ponzi Clampdown | News - Bitcoin News,Chinese police have seized more than $4.2 billion worth of crypto assets in its clampdown against the Plustoken Ponzi scheme. According to a court ruling,https://news.bitcoin.com/chinese-police-seize-4-2-billion-in-multiple-cryptocurrencies-from-plustoken-ponzi-clampdown/,https://news.bitcoin.com/wp-content/uploads/2020/11/chinese-police-seize-4-2-billion-in-multiple-cryptocurrencies-from-plustoken-ponzi-clampdown.jpg,2020-11-27T22:39:03Z,"Chinese police have seized more than $4.2 billion worth of crypto assets in its clampdown against the Plustoken Ponzi scheme.
According to a court ruling made public on Nov. 26, and shared by The Bl",Bitcoin.com,business
1087,Ellen Ransley,"Urgent recall on Kaisercraft children products that include rattles, blanket and pram accessory - NEWS.com.au","Urgent recall on Kaisercraft children products that include rattles, blanket and pram accessory",https://www.news.com.au/lifestyle/parenting/kids/urgent-recall-on-kaisercraft-children-products-that-include-rattles-blanket-and-pram-accessory/news-story/5c29788bc3530ab7285f58743252b7e4,https://cdn.newsapi.com.au/image/v1/9616985dc43952b158711fccac763007?width=1280,2020-11-27T21:05:19Z,"Popular baby rattles, pram accessories and cuddle blankets have been urgently recalled over fears of mould contamination. Kaisercraft Pty Ltd has recalled four products, advising consumers to “immedi",News.com.au,business
1088,,'Tip of the iceberg': Online d delivery platforms involved in dozens of NSW safety incidents - SBS News,SBS News can reveal SafeWork NSW has launched six ongoing investigations into online d delivery platforms after a total of 65 safety incidents were reported.,https://www.sbs.com.au/news/tip-of-the-iceberg-online-d-delivery-platforms-involved-in-dozens-of-nsw-safety-incidents,https://sl.sbs.com.au/public/image/file/4fa8eaad-c103-4ba2-af1e-afb009f090fa/crop/16x9,2020-11-27T20:48:40Z,"New figures reveal online d delivery platforms have been involved in more than 65 safety incidents in NSW in the past 12 months. 
The lack of safety within Australia's d delivery industry is u",SBS News,business
1089,,These ASX dividend shares offer yields of at least 4% - Motley Fool Australia,Rural Funds Group (ASX:RFF) and this ASX dividend share offer income investors dividend yields of at least 4%...,https://www.l.com.au/2020/11/28/these-asx-dividend-shares-offer-yields-of-at-least-4/,https://www.l.com.au/wp-content/uploads/2020/07/Dividends-16.9.jpg,2020-11-27T20:37:36Z,"Fortunately for income investors in this low interest rate environment, there are a large number of dividend shares on the Australian share market.
Two ASX dividend shares with yields of 4% or great",Motley Fool Australia,business
1090,,"2021 Toyota Yaris GR is all the rage but baby hot hatches like Ford Fiesta ST, Volkswagen Polo GTI and Renault Clio RS paved the way - CarsGuide","It seems that even though we&rsquo;re a few decades behind Europe (and a few ahead of North America), the forthcoming Toyota GR Yaris &ndash; with its turbocharged three-cylinder engine, promise of big performance and super-compact tprint &ndash; proves th…",https://www.carsguide.com.au/car-news/2021-toyota-yaris-gr-is-all-the-rage-but-baby-hot-hatches-like-ford-fiesta-st-volkswagen,https://carsguide-res.cloudinary.com/image/upload/f_auto%2Cfl_lossy%2Cq_auto%2Ct_default/v1/editorial/2020-Toyota-Yaris-GR-Hatchback-1001x565%20%286%29_0.jpg,2020-11-27T20:00:02Z,"It seems that even though were a few decades behind Europe (and a few ahead of North America), the forthcoming Toyota GR Yaris with its turbocharged three-cylinder engine, promise of big performance ",Carsguide.com.au,business
1091,Steven John,"13 Of The Best Black Friday Vacuum Deals: $200+ Off Dyson, Hoover, Oreck And More - Forbes","Black Friday is one of the best times to buy a vacuum, with top models discounted at all major retailers and brands, from Dyson to Hoover.",https://www.forbes.com/sites/forbes-personal-shopper/2020/11/27/13-of-the-best-black-friday-vacuum-deals-200-off-dyson-hoover-oreck-and-more/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5fc156a1318f78c897042849%2F0x0.jpg%3FcropX1%3D202%26cropX2%3D1949%26cropY1%3D0%26cropY2%3D1164,2020-11-27T19:44:00Z,"This story is part of the Forbes Shopping guide to Black Friday and Cyber Monday, where well be tracking the best deals all month long. Ill try to resist the puns about sucking up the savings, but wo",Forbes,business
1093,CNN,India suffers first recession in nearly a quarter of a century - 9News,<p>India has plunged into recession for the first time in nearly a quarter of a century as the pandemic continues to weigh heavily on Asia&#x27;s third biggest economy.</p>,https://www.9news.com.au/world/india-suffers-first-recession-in-decades/cbd96c8f-a445-46e7-ba48-480fedef4c9b,https://imageresizer.static9.net.au/vy5fbeIymajtOINJw4BIYxKYPCw=/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2F19fed5a8-6ac1-497e-b2a6-aa3c84898df8,2020-11-27T17:37:00Z,Property News: Sustainable House Day 2020: The most inspiring homes to see this year - domain.com.au,9News,business
